0,000000000000
0,000000000000
1,361763562444
3,252137758460
10,554259803511
12,853015210448
24,728194434694
30,446674695276
30,652510500774
49,618468335894
39,737861039568
52,737876331910
85,552323171259
135,022109300658
140,695985728081
448,266762095968
615,877983045335
445,537304835386
1255,968442079642
942,309630641805
