0,000000000000
0,000000000000
2,268126980572
3,755582511409
11,111147555496
15,188627324416
25,497262598169
26,877023644742
32,290983261585
43,011049743060
47,979683200288
49,351883449367
81,923820711682
104,076758212393
132,331244987717
304,167367579100
439,372211228700
458,530053540686
1221,091940641637
971,467549638184
